Rank,Position,Name,School,Grade,URL,Summary,Strengths,Weaknesses,Round,Pro Comparison
11,CB,Jermod McCoy,Tennessee,8.1,https://bleacherreport.com/articles/25389365-nfl-draft-2026-scouting-report-tennessee-cb-jermod-mccoy,"Jermod McCoy has the best tape of any cornerback in the 2026 NFL draft class.

McCoy is explosive, twitchy, physical and can do anything asked of him in the secondary. His combination of suffocating man coverage and instinctual zone ability is impressive.

Missing the 2025 season due to a torn ACL hurt his development arc, as he played only two seasons. He'll be fully healthy by the time his NFL rookie season begins, though.","— Jumps off the screen with natural athleticism and physical presence on the boundary. Plays vertical routes with patience, consistent hand usage and the ability to mirror effectively.

— Instinctual zone defender who reads route concepts well when off the ball and possesses a quick trigger to drive the catch point and create passes defensed.

— Plays with footwork and patience in a phonebook, which ties well to his hips and transitions through the route. Explosive mover who has the recovery speed to play to all three levels.

— Has exceptional ball-tracking skills and finds it quickly on the move. Strong hands and quick reflexes make him difficult to test, and he will come away with interceptions.

— Willing and capable participant in the run game when it comes to maintaining outside leverage and rallying to the ball.","— Can give up too much inside ground to quicker receivers in their releases. Inconsistency in his patience in press contributes to getting beaten across his face and stacked.

— Doesn't always pass off routes properly in close zone coverage and tends to carry vertical routes through teammates' zones. Consistently passing off will take away routes for the quarterback.

— Doesn't drive through a lot of tackles. Takes chances up around the shoulder pads or down around the feet.",1st Round,Joe Haden
12,WR,Kevin Concepcion,Texas A&M,8.13,https://bleacherreport.com/articles/25293025-nfl-draft-2026-scouting-report-texas-am-wr-kc-concepcion,"KC Concepcion changed the narrative from being a gadget-specific receiver into one of NFL Draft's most explosive run-after-catch weapons. He is an ""instant"" offensive threat for NFL teams.

Concepcion is a dynamic, open-field weapon who can go beyond manufactured touches and easy completions. He's developing into a well-rounded, high-impact receiver with a high ceiling as an NFL option.

The wide receiver's career began at North Carolina State, where he joined the program as a former 3-star recruit in the 2023 class. After two seasons with the Wolfpack, Concepcion transferred to Texas A&M, where he posted a career year after displaying three-level receiving traits.","- Concepcion is an explosive playmaker in space. Once he secures the football, he puts defenders at odds.

- He excels in creating plays after the catch with his toughness, elusiveness, and explosiveness. His versatility opens up the playbook because he's also dangerous on bubble screens, pre-snap motion, jet sweeps, and handoffs.

- He is a deceptive and sudden route-runner who effectively attacks both man and zone coverages. Concepcion has a strong release package using quick lateral footwork to suddenly move his defender in the contact window.

- Against zone, he finds the open void quickly and stems his routes to manipulate second-level spot droppers. He reads zone defenders' leverage well, locating the soft spots in coverage.

- At Texas A&M, his usage allowed him to display vertical ability. Concepcion is an explosive athlete with top-end speed. Paired with his short-area quickness, he takes the top off the defense from the slot and works on the outside.

- With the ball in the air, the dynamic transfer receiver shines. He tracks the ball's trajectory without breaking stride or losing balance when working down the field. He will go up and make a play as it begins to descend.

- Concepcion fits the mold as a dynamic do-it-all, run-after-catch receiver in today's NFL.

- West Coast offenses will fit him like a glove because of his effectiveness in the short and intermediate levels, since he's a threat to convert short receptions into much larger gains.","- Concepcion has experienced focus drops throughout his career. He must improve his hand mechanics at the next level.

- Sometimes, he will take his eyes off the ball before properly securing the catch. By slowing his process to ensure the ball is secure, he then becomes a playmaker.

- His wingspan is functional but is limited. Longer and more adept playmaking corners in the NFL can create issues in contested-catch situations.

- Run-blocking consistency. Improving his technique when attacking perimeter defenders at the point of attack.",1st Round,Emmanuel Sanders
13,IOL,Olaivavega Ioane,Penn State,8.1,https://bleacherreport.com/articles/25258484-nfl-draft-2026-scouting-report-penn-state-iol-olaivavega-ioane,"Olaivavega ""Vega"" Ioane is the top pure guard in the class, driven by very good play strength and point-of-attack power that allow him to routinely halt the bull rush with a firm anchor while creating displacement and compressing the line of scrimmage. His movement skills grade closer to average, limiting his ability to consistently win in space or redirect against quicker interior defenders. Even with that constraint, his patience, balance and power profile project to an early NFL starter who can control the pocket inside and become a tone-setter in a downhill or balanced run scheme.

Ioane is a 6'4"", 320-pound guard prospect, who entered the Penn State program as a 3-star recruit in the 2022 class.

The former Nittany Lion started 32 career games at left guard, including 11 in 2025 while earning first team All-Big Ten. He trained for the combine under Duke Manyweather at OL Masterminds in Frisco, Texas.","— Stout, densely-built body type with heavy hands and very good square power.

— Jarring power in hips and hands to deliver jolt on contact and excavate smaller defenders on the move.

— Excellent grip strength to strike through pass-rush moves, latch on target and end reps on command.

— Plays on the plus side of the line of scrimmage in the run game by covering up targets and creating displacement to form lanes on combinations, angle-drive and base blocks.

— Does a nice job using shoe and short sets to play with inside-out positional leverage in pass protection to harden his inside shoulder and force rushers to work down the middle or high-side.","— Solid rather than a very good or elite athlete.

— Rigid approach as a pass protector results in adequate fluidity and recovery skills once rushers get on his edge.",,Mike Iupati
14,WR,Makai Lemon,USC,8.1,https://bleacherreport.com/articles/25260194-nfl-draft-2026-scouting-report-usc-wr-makai-lemon,"Makai Lemon is a compact, competitive slot receiver with strong hands, great route feel, and high-level run-after-catch ability.

Lemon plays both in the slot and outside as the Z-receiver but projects best as a predominant slot target and chain mover in the NFL. His toughness, spatial awareness, and tackle-breaking prowess allow him to consistently gain yards after the catch.

Lemon entered USC as a 4-star recruit in the 2023 recruit class. He has emerged as USC's top receiver and won this season's Biletnikoff Award for the Best Receiver in college football.","- Lemon is a dangerous run-after-catch threat, using contact balance, lateral agility, and vision to create extra yardage

- Great play strength allows him to break tackles and finish plays through traffic

- Displays strong, dependable hands and consistently catches away from his frame

- Excellent ball tracking and timing his hands late in the process, limiting opportunities for defenders to disrupt the catch point

- His toughness shines when he's asked to work in the middle of the field. Lemon does the dirty work in the short- and intermediate-area of the field

- Highly competitive over the middle target, he shows zero hesitation working in high-traffic areas

- Adequate run blocker and does not back down at the point of attack

- A nuanced route-runner who understands leverage and spacing. Strong use of tempo variation, sharp footwork, and physicality at the top of his routes for separation","- Struggles against physical and long press corners can be disrupted at the line. Needs a more reliable release package to avoid being rerouted

- Limited catch radius due to average length and wingspan. Will have difficulty consistently converting contested catches against longer NFL defensive backs

- Lacks an elite initial burst and top-end explosiveness. More of a build-up speed athlete, limiting his ability to consistently threaten vertically from the perimeter",1st Round,Parker Washington / Amon Ra-St. Brown-style impact player
15,OT,Spencer Fano,Utah,8.0,https://bleacherreport.com/articles/25249795-nfl-draft-2026-scouting-report-utah-ot-spencer-fano,"Spencer Fano is the top offensive tackle prospect in the 2026 class due to his loose, fluid movement skills and relentless motor that allow him to recover from compromised positions, process movement and sustain blocks at a high level. His leaner, sawed off build raises questions about how consistently he will generate displacement and anchor against NFL power, leaving him with a fringe first-round grade.

Fano is a 6'5"", 311-pound offensive line prospect, who arrived to Utah as a 4-star recruit in the 2023 class.

The former Ute started 35 career games at left (11 in 2023) and right (24 in 2024/2025) tackle. He won the Outland Trophy, was named a consensus All-American and Big 12 Offensive Lineman of the Year in 2025. Fano comes from a family of athletes including his brother, sister and four uncles who played in the NFL.","- Loose, fluid mover with very good athletic ability, balance and recovery skills.

- Rangy pass protector who mixes up his set lines and works independent hands to manipulate space, disrupt and dictate terms to rushers.

- Very good short-area quickness and contact balance to get out of compromising positions.

- Strong hands and firm center of gravity to brace, stay centered and maintain his posture on blocks once latched.

- Plays with excellent effort and strain regardless of game situation or opponent.","- Lean build and light in the pants results in him getting stalemated and pried open too easily, especially on angle-drive blocks.

- Overly reliant on the flash technique in pass protection, which exposes his chest and leads to erratic strike timing and susceptibility to refined inside counters.",1st Round,Zach Tom
16,IOL,Francis Mauigoa,Miami,8.0,https://bleacherreport.com/articles/25250168-nfl-draft-2026-scouting-report-miami-iol-francis-mauigoa,"Francis Mauigoa is a densely built blocker with very good play strength, point-of-attack power and a commanding anchor that can generate displacement in the run game and halt the bull rush. His range and redirect ability in pass protection grade closer to adequate, creating shorter corners once rushers gain width and exposing his inside shoulder to counters. Those limitations raise questions about long-term tackle viability, projecting him most cleanly as a solid-to-good starting right tackle with an even higher ceiling if eventually moved inside to guard.

Mauigoa is a 6'5"", 329-pound offensive line prospect, who entered the Miami program as a 5-star recruit in the 2023 class.

Mauigoa started 42 career games at right tackle, including 16 in 2025. The former Hurricane was named a consensus All-American in 2025 and won the Jacobs Blocking Trophy (top ACC blocker).","- Thick, sturdy and well-rounded build with very good play strength and square power.

- Delivers knock-back power at the point of attack with good grip strength and leg drive to uproot defenders on angle-drive, double-team and pin blocks.

- Good body control and fluidity allow him to reposition, reset and recover better than most players his size.

- Shows a good feel on spacing and timing in the zone run game to timely overtake/release off of combo blocks and 'collect' movement across his face.

- Commanding, elite-level anchor to halt the bull-rush.

- Utilizes independent, active hands in pass protection to bait and disrupt rushers.","- Adequate foot quickness and range on an island in pass protection result in a short corner once rushers get perpendicular to his frame.

- Feet do not always come with him during the 'drive' portion of run blocks, leaving him overextended and susceptible to getting slipped clean late in the rep.",1st Round,Stronger Jermaine Eluemunor
17,TE,Kenyon Sadiq,Oregon,8.0,https://bleacherreport.com/articles/25248486-nfl-draft-2026-scouting-report-oregon-te-kenyon-sadiq,"Kenyon Sadiq is one of the most physical and versatile blockers in the entire class.

Add in his explosive ability down the field and after the catch to maximize any passing attack, and he's the TE1 in this class. Sadiq is a former 4-star recruit, and his athletic ability as a multi-sport standout has transitioned to the football field, showcasing his incredible potential as a pass catcher.

He's been working behind the scenes at Oregon and took over as the No. 1 tight end for the Ducks in 2025, and earned Big Ten Kwalick-Clark Tight End of the Year and All-Big Ten first team honors. He set career marks as a junior with 560 yards on 51 receptions with 8 touchdowns. The production isn't eye-popping, but don't let that take away from Sadiq's upside.","— Uses superior physicality and multi-functional utility as a blocker to open up the run and screen games.

— Alignment versatility to create mismatches in the passing game.

— His athletic ability creates missed tackles with the ball in his hands.

— He's a speed threat down the seam and after the catch who alters pursuit angles with burst.

— Runs routes with intention and has quick breaks at the top of routes to separate from man coverage.","— His frame and anchor will be tested at the NFL level against bigger and stronger athletes.

— Growing as a route salesman to win when superior athleticism is matched. Need to see him give consistent effort in routes.

— Showcase the ability to consistently win contested catch situations.

— Football IQ in reading leverage and zone defenses to create throwing lanes for his quarterback.",1st Round,George Kittle
18,S,Dillon Thieneman,Oregon,8.0,https://bleacherreport.com/articles/25248478-nfl-draft-2026-scouting-report-oregon-s-dillon-thieneman,"Dillon Theineman's versatile skillset is being underrated as a true three-down impact defender in the NFL. He can line up anywhere, triggers downhill in a hurry, and gives the coaching staff his all whenever he's on the field.

He's a former 3-star recruit and a former 4-star transfer from Purdue following the 2024 season.

Thieneman broke into college football in a big way, earning second-team All-Big Ten and third-team All-American honors as a freshman in 2023. He transferred to Oregon after his 2024 season and earned First-Team All-Big Ten and Second-Team All-American honors. In his three-year career, he compiled 306 tackles (188 solo), ten tackles for loss, two sacks, 8 interceptions, 14 passes defended, and two forced fumbles.","— Willing and able run defender in the box and from depth. He triggers and flows downhill in the run gamne and looks to make an impact.

— Defensive backfield alignment versatility from a two-high alignment to the robber. He has the range and instincts to give a defense single-high impact as well.

— He sees the field well from all levels and locates the football. Allows him to vary between playing the run and the pass.

— His backpedal and athleticism let him mirror and trigger on throws. Paired with his ball skills to attack the catch point, he can dislodge the football.

— Plays the game with top-tier effort and will track down ball carriers from any depth. He just loves to compete.","— Pursuit angles to properly line up the ball carrier when triggering downhill. That can change angles from reaching at the ankles to running through a tackle.

— He's a smart player and wants to quickly get downhill, but can get caught with eyes in the backfield. Needs to be a tick more patient on play fakes to not get taken advantage of.

— Processing speed and urgency when identifying route combinations will let him flow and pass off responsibilites at a better rate.",,Daxton Hill but wants to tackle
19,DL,Keldric Faulk,Auburn,8.0,https://bleacherreport.com/articles/25252729-nfl-draft-2026-scouting-report-auburn-edge-keldric-faulk,"Keldric Faulk is a 6'6"", 275-pound defensive line prospect whose impressive size and age at only 20 years old give him the necessary tools to be an impact player at the next level.

While some project the former Tiger as an edge defender, he's at his best as a 4i-technique in odd fronts and has a physical profile that fits better as a 'defensive lineman'.

Faulk originally went to Auburn as a 4-star recruit in the 2023 class, per 247Sports. He became a starter about halfway through his freshman season and racked up 35 tackles, four tackles for loss and a sack to earn a spot on the SEC All-Freshman team.","- Great size and frame for a defensive lineman, Faulk has an ""NFL-ready"" body and has very long arms.

- Impressive strength and physicality at the point of attack, which combined with his arm length, allows him to get extension on blocks.

- Pretty good at shedding blocks against offensive linemen to make plays in the running game.

- Good against pullers as a run defender, he's quick to recognize when he's unblocked and either get underneath the puller as the spill player or be stout and set the edge as the force player.

- Solid long-arm, rip and swim moves that he can win with occasionally as a pass-rusher.

- High motor pass-rusher to get coverage sacks or clean up sacks when the quarterback leaves the pocket.

- Experience playing several different defensive line alignments, from a shade-nose tackle to standup outside linebacker. He's best in odd fronts as a 4i-technique and can be a base end in even fronts if needed in the NFL.","- Lacks some twitch and overall athleticism for a prospect of his caliber. This plays into his projection as more of an interior lineman.

- Not explosive off the line of scrimmage to threaten offensive tackles with speed as a pass-rusher. Also, impacts his ability to collapse the pocket when bull rushing.

- Use of hands as a pass-rusher is still a work in progress, Faulk often lets offensive tackles make the first significant contact and ends up chest-to-chest too often. Also, he doesn't work the tackle's hands after contact, nor does he have a good counter move.

- Subpar bend to turn tight corners at the top of the rush, shows some stiffness in his lower body.

- Against reach blocks, he's reliant on winning at the point of attack due to his lack of lateral movement skills.",2nd Round,Carlos Dunlap
20,S,Emmanuel McNeil-Warren,Toledo,8.0,https://bleacherreport.com/articles/25253200-nfl-draft-2026-scouting-report-toledo-s-emmanuel-mcneil-warren,"Something must be in Toledo's water, because the Rockets have another hard-hitting, multi-talented defensive back who is going to make an NFL impact in Emmanuel McNeil-Warren. The safety is a physical tone-setter, who understands how to put his stamp on a football game.

A former 3-star recruit, McNeil-Warren is now an experienced safety coming off his most impressive collegiate season, in which he recorded 77 tackles (36 solo), five and a half tackles for loss, two interceptions, five passes defensed, two fumble recoveries, and three forced fumbles.

Warren projects as a havoc-causing box safety who provides coverage versatility from a split-zone look. Will fill a multitude of roles.","— A willing and effective run supporting safety who can set the tone with big hits.

— McNeil-Warren plays with sound tackling technique and attacks the football with regularity.

— Zone eyes show up in identifying route concepts underneath and matching that with quarterback eyes.

— Can man-up on tight ends and athletically stay with them in routes. Throwing off the timing and not backing down to bigger receivers gives him versatility.

— He is always around the football and uses his instincts to sniff out underneath plays.","— Learn to better use his length to take on blocks in the run game. Extending and peaking to locate the football will give him more impact.

— Recovery top-end speed is limited, and his backpedal can be choppy, contributing to recovery time.

— Impact as a true single high defender will be determined on continued growth of instincts.",,Justin Reid
21,CB,Avieon Terrell,Clemson,8.0,https://bleacherreport.com/articles/25252318-nfl-draft-2026-scouting-report-clemson-cb-avieon-terrell,"Avieon Terrell is a competitor and showcases the best zone-coverage eyes among the nation's corners.

He also brings NFL bloodlines as the younger brother of former Clemson corner A.J. Terrell.

The former 3-star Tiger played three seasons for Clemson and made 26 starts across 39 career games while compiling 125 tackles (90 solo), nine tackles for loss, four sacks, three interceptions, 25 passes defensed, three fumble recoveries, and a jaw-dropping eight forced fumbles. He projects as a starting boundary corner with nickel flexibility.","— Terrell gets proper depth in zone coverage and uses exceptional eyes to break on route concepts and throws.

—He's has a great competitive nature across the board and won't back down to anyone. He's improved strength and leverage understanding to deliver hits and get off blocks.

— Smooth backpedal and hip-flip to match to maintain connectivity in man coverage and zone match principles.

— Breaks on the football quickly and regularly attacks the catch point with his hands and ball tracking skills.

— Has a nose for the football, even without the interception numbers. His 25 passes defensed and eight forced fumbles are a tantalizing combo.","— Terrell shows the ability, but there needs to be more urgency to attack downhill against the run.

— Locating the football down the field against bigger receivers will improve his ability to disrupt the catch point.

— Soft press technique can be slightly slow, leading to quicker receivers beating him quickly across his face.",,DJ Turner
22,WR,Omar Cooper Jr.,Indiana,8.0,https://bleacherreport.com/articles/25294718-nfl-draft-2026-scouting-report-indiana-wr-omar-cooper-jr,"Omar Cooper Jr. emerged as one of the most physical and toughest receivers to bring down after the catch in the class.

As part of Indiana's explosive offense, Cooper became a proven, versatile target who did the necessary dirty work. He's a fearless competitor who is not afraid of contact or making collision catches.

Cooper joined the Hoosiers' roster as a former 4-star recruit in the 2022 class and became Indiana's leading receiver this fall, while sharing targets with fellow NFL prospect Elijah Sarratt.","- Cooper is a compactly built wide receiver. He excels working over the middle of the field on digs, crossers, and slant routes.

- He displays good contact-balance to absorb hits and keep working upfield. His ability to generate yards after the catch opens up diverse ways to deploy him.

- The Hoosiers' leading receiver turns into a running back once the football is in his hands. He reads blocks well on screens and manufactured touches.

- Good tempo and pacing as a route-runner. Cooper adds an element of deception to keep defenders' backs off-balance. He attacks coverage by varying his speed based on the defender's leverage.

- Cooper exhibits outstanding body control when high-pointing passes. When working near the sideline, he controls his body well to get his feet/toes inbounds for a completed pass.

- He excels working against zone coverage. Cooper finds the voids and nestles into them thanks to excellent football IQ.","- Cooper lacks the length/wingspan to dominate the catch point. He is an average winner of contested catches.

- Lacks acceleration out of his breaks to generate instant separation on intermediate routes.

- Cooper will benefit from expanding his route-tree. He runs what the offense requires of him, but his current route-tree is limited based on Indiana's RPO-heavy scheme.",2nd Round,Shades of DJ Moore
23,Edge,T.J. Parker,Clemson,7.9,https://bleacherreport.com/articles/25248619-nfl-draft-2026-scouting-report-clemson-edge-tj-parker,"T.J. Parker is a 6'3"", 260-pound edge defender with the size, strength and physicality to be a high-quality run defender and power-rusher at the next level. He went to Clemson as a 4-star recruit in the 2023 class, per 247Sports.

Parker made an immediate impact for the Tigers, becoming a Freshman All-American selection from several outlets while recording 32 total tackles, 13 TFLs and 5.5 sacks. In 2024, he was a second-team All-ACC selection with 57 tackles, 20 TFLs, 11 sacks and a school-record six forced fumbles.

The Clemson product's product slid this past season, recording just 37 tackles, 9.5 TFLs and five sacks, but he did receive an honorable mention All-ACC recognition.","- Thick build with good size for an NFL defensive end. Appears to have good arm length.

- Strong and physical at the point of attack to set the edge against the run and win with power as a pass-rusher. Also has a good long-arm move to collapse the pocket.

- Plays with his hands in front of him in both phases of the game to protect his chest.

- Active hands when rushing the passer, has shown a solid cross-chop move.

- Smooth change of direction and lateral movement skills for his size.

- Looked comfortable in zone coverage when asked to drop in coverage.","- Doesn't display good burst off the line of scrimmage to win around the edge with speed.

- Lacks some twitch and quickness for a prospect of his caliber.

- Struggles to work the hands after contact and doesn't have a counter move to win as a pass-rusher if he doesn't make the first significant contact.

- Average at best bend, ankles are a little stiff to turn tight corners at the top of the rush.

- Pays high and struggles to sink his hips to avoid getting pushed inside by down blocks from offensive linemen.",2nd Round,Less explosive Bradley Chubb
